id,title,start
https://www.youtube.com/watch?v=QkF_G-RF66M,IDLES - Danny Nedelko,15
https://www.youtube.com/watch?v=dEe4i2osF5A,IDLES - Never Fight a Man With a Perm,15
https://www.youtube.com/watch?v=VODKZxsRa_E,IDLES - Colossus,15
https://www.youtube.com/watch?v=QjL7D33xpS4,Viagra Boys - Ain't Nice,15
https://www.youtube.com/watch?v=vdkmhquF60o,Bloc Party - Banquet,15
https://www.youtube.com/watch?v=eZXS8Jpkiac,Parquet Courts - Wide Awake,15
https://www.youtube.com/watch?v=Q-i1XZc8ZwA,King Gizzard - Rattlesnake,15
https://www.youtube.com/watch?v=pFptt7Cargc,Tame Impala - Let It Happen,15
https://www.youtube.com/watch?v=sBzrzS1Ag_g,Tame Impala - The Less I Know the Better,15
https://www.youtube.com/watch?v=a_426RiwST8,The Black Keys - Lonely Boy,15
https://www.youtube.com/watch?v=bpOSxM0rNPM,Arctic Monkeys - Do I Wanna Know,15
https://www.youtube.com/watch?v=rVeMiVU77wo,Alt-J - Breezeblocks,15
https://www.youtube.com/watch?v=pBkHHoOIIn8,Portugal. The Man - Feel It Still,15
https://www.youtube.com/watch?v=rtL5oMyBHPs,MGMT - Little Dark Age,15
https://www.youtube.com/watch?v=SDTZ7iX4vTQ,Foster The People - Pumped Up Kicks,15
https://www.youtube.com/watch?v=HKtsdZs9LJo,Cage The Elephant - Ain't No Rest for the Wicked,15
https://www.youtube.com/watch?v=KVYup3Qwh8Q,Cage The Elephant - Come a Little Closer,15
https://www.youtube.com/watch?v=jmRI3Ew4BvA,Yeah Yeah Yeahs - Sacrilege,15
https://www.youtube.com/watch?v=w3xcybdis1k,The Killers - The Man,15
https://www.youtube.com/watch?v=YXwYJyrKK5A,Two Door Cinema Club - What You Know,15
https://www.youtube.com/watch?v=_XC2mqcMMGQ,Vampire Weekend - A-Punk,15
https://www.youtube.com/watch?v=yfySK7CLEEg,The National - Bloodbuzz Ohio,15
https://www.youtube.com/watch?v=IIA1XQnAv5s,Glass Animals - Gooey,15
https://www.youtube.com/watch?v=mRD0-GxqHVo,Glass Animals - Heat Waves,15
https://www.youtube.com/watch?v=bEtDVy55shI,Unknown Mortal Orchestra - Multi-Love,15
https://www.youtube.com/watch?v=6bfTTeZOrs4,Mac DeMarco - Ode to Viceroy,15
https://www.youtube.com/watch?v=o-nr1nNC3ds,Courtney Barnett - Pedestrian at Best,15
https://www.youtube.com/watch?v=mVAxUMuhz98,St. Vincent - Digital Witness,15
https://www.youtube.com/watch?v=JtH68PJIQLE,Grimes - Oblivion,15
https://www.youtube.com/watch?v=hTGJfRPLe08,Jamie xx - Gosh,15
https://www.youtube.com/watch?v=Zd9jeJk2UHQ,Wet Leg - Chaise Longue,15
https://www.youtube.com/watch?v=ZAn3JdtSrnY,Alvvays - Archie Marry Me,15
https://www.youtube.com/watch?v=Tw0zYd0eIlk,Phoebe Bridgers - Kyoto,15
https://www.youtube.com/watch?v=sFrNsSnk8GM,Metronomy - The Look,15
https://www.youtube.com/watch?v=FuvWc3ToDHg,Beach House - Myth,15
https://www.youtube.com/watch?v=DrQRS40OKNE,Fleet Foxes - White Winter Hymnal,15
https://www.youtube.com/watch?v=TWcyIpul8OE,Bon Iver - Holocene,15
https://www.youtube.com/watch?v=7E0fVfectDo,Arcade Fire - Reflektor,15
https://www.youtube.com/watch?v=yI2oS2hoL0k,Radiohead - Burn the Witch,15
https://www.youtube.com/watch?v=ghb6eDopW8I,Of Monsters and Men - Little Talks,15
https://www.youtube.com/watch?v=dZX6Q-Bj_xg,Passion Pit - Take a Walk,15
https://www.youtube.com/watch?v=1x1wjGKHjBI,Grouplove - Tongue Tied,15
https://www.youtube.com/watch?v=dX3k_QDnzHE,M83 - Midnight City,15
https://www.youtube.com/watch?v=IPKAwJKGSDc,Empire of the Sun - Alive,15
https://www.youtube.com/watch?v=F90Cw4l-8NY,Bastille - Pompeii,15
https://www.youtube.com/watch?v=6JCLY0Rlx6Q,Walk the Moon - Shut Up and Dance,15
https://www.youtube.com/watch?v=Y66j_BUCBMY,American Authors - Best Day of My Life,15
https://www.youtube.com/watch?v=zvCBSSwgtg4,The Lumineers - Ho Hey,15
https://www.youtube.com/watch?v=lLJf9qJHR3E,Mumford and Sons - Little Lion Man,15
https://www.youtube.com/watch?v=rjFaenf1T-Y,Edward Sharpe - Home,15
https://www.youtube.com/watch?v=cMFWFhTFohk,Band of Horses - The Funeral,15
https://www.youtube.com/watch?v=zYwCmcB0XMw,The Shins - New Slang,15
https://www.youtube.com/watch?v=NDHY1D0tKRA,Death Cab for Cutie - I Will Follow You Into the Dark,15
https://www.youtube.com/watch?v=CTAud5O7Qqk,Modest Mouse - Float On,15
https://www.youtube.com/watch?v=0wrsZog8qXg,The Postal Service - Such Great Heights,15
https://www.youtube.com/watch?v=GhCXAiNz9Jo,Franz Ferdinand - Take Me Out,15
https://www.youtube.com/watch?v=DcHKOC64KnE,Queens of the Stone Age - Go With the Flow,15
https://www.youtube.com/watch?v=Ek0SgwWmF9w,Muse - Madness,15
https://www.youtube.com/watch?v=0J2QdDbelmY,The White Stripes - Seven Nation Army,15
https://www.youtube.com/watch?v=b8-tXG8KrWs,The Strokes - Reptilia,15
https://www.youtube.com/watch?v=RF0HhrwIwp0,Kings of Leon - Sex on Fire,15
https://www.youtube.com/watch?v=eYoINidnLRQ,Foals - Spanish Sahara,15
